   energy  Au-5d_up  Au-5d_down   O-2p_up  O-2p_down
 -7.57500   0.00000     0.00000   0.00000    0.00000
 -7.55625   0.00000     0.00000   0.00000    0.00000
 -7.53750   0.00000     0.00000   0.00000    0.00000
 -7.51875   0.00000     0.00000   0.00000    0.00000
 -7.50000   0.00000     0.00000   0.00000    0.00000
 -7.48125   0.00000     0.00000   0.00000    0.00000
 -7.46250   0.00000     0.00000   0.00000    0.00000
 -7.44375   0.00000     0.00000   0.00000    0.00000
 -7.42500   0.00000     0.00000   0.00000    0.00000
 -7.40625   0.00000     0.00000   0.00000    0.00000
 -7.38750   0.00000     0.00000   0.00000    0.00000
 -7.36875   0.00000     0.00000   0.00000    0.00000
 -7.35000   0.00000     0.00000   0.00000    0.00000
 -7.33125   0.00000     0.00000   0.00000    0.00000
 -7.31250   0.00000     0.00000   0.00000    0.00000
 -7.29375   0.00000     0.00000   0.00000    0.00000
 -7.27500   0.00000     0.00000   0.00000    0.00000
 -7.25625   0.00000     0.00000   0.00000    0.00000
 -7.23750   0.00000     0.00000   0.00000    0.00000
 -7.21875   0.00000     0.00000   0.00000    0.00000
 -7.20000   0.00000     0.00000   0.00000    0.00000
 -7.18125   0.00000     0.00000   0.00000    0.00000
 -7.16250   0.00000     0.00000   0.00000    0.00000
 -7.14375   0.00000     0.00000   0.00000    0.00000
 -7.12500   0.00000     0.00000   0.00000    0.00000
 -7.10625   0.00000     0.00000   0.00000    0.00000
 -7.08750   0.00000     0.00000   0.00000    0.00000
 -7.06875   0.00000     0.00000   0.00000    0.00000
 -7.05000   0.00000     0.00000   0.00000    0.00000
 -7.03125   0.00000     0.00000   0.00000    0.00000
 -7.01250   0.00000     0.00000   0.00000    0.00000
 -6.99375   0.00000     0.00000   0.00000    0.00000
 -6.97500   0.00000     0.00000   0.00000    0.00000
 -6.95625   0.00000     0.00000   0.00000    0.00000
 -6.93750   0.00000     0.00000   0.00000    0.00000
 -6.91875   0.00000     0.00000   0.00000    0.00000
 -6.90000   0.00000     0.00000   0.00000    0.00000
 -6.88125   0.00002     0.00000   0.00002    0.00000
 -6.86250   0.00008     0.00000   0.00006    0.00000
 -6.84375   0.00027     0.00000   0.00020    0.00000
 -6.82500   0.00090     0.00000   0.00060    0.00000
 -6.80625   0.00256     0.00000   0.00167    0.00000
 -6.78750   0.00660     0.00000   0.00431    0.00000
 -6.76875   0.01595     0.00000   0.01043   -0.00001
 -6.75000   0.03595    -0.00005   0.02351   -0.00005
 -6.73125   0.07557    -0.00022   0.04940   -0.00015
 -6.71250   0.14797    -0.00072   0.09679   -0.00048
 -6.69375   0.27023    -0.00207   0.17674   -0.00132
 -6.67500   0.46027    -0.00542   0.30101   -0.00348
 -6.65625   0.73088    -0.01329   0.47803   -0.00852
 -6.63750   1.08224    -0.03040   0.70787   -0.01950
 -6.61875   1.49441    -0.06485   0.97743   -0.04163
 -6.60000   1.92422    -0.12903   1.25857   -0.08288
 -6.58125   2.31036    -0.23943   1.51113   -0.15372
 -6.56250   2.58668    -0.41417   1.69186   -0.26591
 -6.54375   2.70056    -0.66812   1.76635   -0.42895
 -6.52500   2.62905    -1.00490   1.71956   -0.64523
 -6.50625   2.38664    -1.40954   1.56102   -0.90501
 -6.48750   2.02036    -1.84360   1.32144   -1.18372
 -6.46875   1.59477    -2.24846   1.04308   -1.44369
 -6.45000   1.17386    -2.55713   0.76777   -1.64186
 -6.43125   0.80570    -2.71183   0.52697   -1.74119
 -6.41250   0.51565    -2.68171   0.33728   -1.72186
 -6.39375   0.30777    -2.47284   0.20131   -1.58775
 -6.37500   0.17127    -2.12631   0.11201   -1.36526
 -6.35625   0.08889    -1.70492   0.05813   -1.09470
 -6.33750   0.04301    -1.27479   0.02811   -0.81848
 -6.31875   0.01942    -0.88874   0.01268   -0.57063
 -6.30000   0.00816    -0.57782   0.00534   -0.37099
 -6.28125   0.00319    -0.35029   0.00210   -0.22489
 -6.26250   0.00117    -0.19800   0.00076   -0.12711
 -6.24375   0.00040    -0.10437   0.00026   -0.06702
 -6.22500   0.00011    -0.05131   0.00008   -0.03294
 -6.20625   0.00003    -0.02352   0.00002   -0.01509
 -6.18750   0.00000    -0.01003   0.00000   -0.00644
 -6.16875   0.00000    -0.00402   0.00000   -0.00257
 -6.15000   0.00000    -0.00148   0.00000   -0.00096
 -6.13125   0.00000    -0.00052   0.00000   -0.00034
 -6.11250   0.00000    -0.00016   0.00000   -0.00011
 -6.09375   0.00000    -0.00003   0.00000   -0.00003
 -6.07500   0.00000     0.00000   0.00000    0.00000
 -6.05625   0.00001     0.00000   0.00002    0.00000
 -6.03750   0.00009     0.00000   0.00004    0.00000
 -6.01875   0.00030     0.00000   0.00015    0.00000
 -6.00000   0.00095     0.00000   0.00046    0.00000
 -5.98125   0.00272     0.00000   0.00131    0.00000
 -5.96250   0.00714     0.00000   0.00345    0.00000
 -5.94375   0.01754     0.00000   0.00844    0.00000
 -5.92500   0.04009     0.00000   0.01930    0.00000
 -5.90625   0.08547    -0.00001   0.04117   -0.00002
 -5.88750   0.17002    -0.00010   0.08189   -0.00005
 -5.86875   0.31544    -0.00038   0.15192   -0.00015
 -5.85000   0.54589    -0.00121   0.26296   -0.00046
 -5.83125   0.88148    -0.00340   0.42476   -0.00129
 -5.81250   1.32887    -0.00883   0.64060   -0.00335
 -5.79375   1.87162    -0.02146   0.90281   -0.00817
 -5.77500   2.46534    -0.04865   1.19047   -0.01850
 -5.75625   3.04279    -0.10283   1.47177   -0.03920
 -5.73750   3.52881    -0.20277   1.71139   -0.07759
 -5.71875   3.86199    -0.37351   1.88063   -0.14348
 -5.70000   4.01359    -0.64275   1.96636   -0.24823
 -5.68125   3.99478    -1.03395   1.97414   -0.40215
 -5.66250   3.84765    -1.55620   1.92355   -0.61105
 -5.64375   3.62525    -2.19404   1.83809   -0.87233
 -5.62500   3.36920    -2.90190   1.73493   -1.17258
 -5.60625   3.09768    -3.60719   1.61945   -1.48798
 -5.58750   2.80717    -4.22366   1.48720   -1.78777
 -5.56875   2.48545    -4.67078   1.33086   -2.03986
 -5.55000   2.12686    -4.89261   1.14826   -2.21678
 -5.53125   1.74108    -4.86902   0.94660   -2.30012
 -5.51250   1.35223    -4.61625   0.74163   -2.28282
 -5.49375   0.99052    -4.17843   0.55267   -2.16955
 -5.47500   0.68151    -3.61507   0.39718   -1.97626
 -5.45625   0.43925    -2.98957   0.28664   -1.72873
 -5.43750   0.26473    -2.36027   0.22577   -1.45913
 -5.41875   0.14917    -1.77526   0.21301   -1.20135
 -5.40000   0.07848    -1.26853   0.24241   -0.98406
 -5.38125   0.03872    -0.85860   0.30438   -0.82530
 -5.36250   0.01812    -0.54901   0.38700   -0.72918
 -5.34375   0.00848    -0.33087   0.47709   -0.68715
 -5.32500   0.00460    -0.18784   0.56232   -0.68271
 -5.30625   0.00374    -0.10069   0.63381   -0.69811
 -5.28750   0.00445    -0.05161   0.68798   -0.71987
 -5.26875   0.00612    -0.02627   0.72652   -0.74103
 -5.25000   0.00839    -0.01456   0.75402   -0.75988
 -5.23125   0.01102    -0.01000   0.77417   -0.77607
 -5.21250   0.01386    -0.00876   0.78647   -0.78684
 -5.19375   0.01717    -0.00873   0.78583   -0.78583
 -5.17500   0.02204    -0.00892   0.76463   -0.76446
 -5.15625   0.03172    -0.00879   0.71745   -0.71617
 -5.13750   0.05319    -0.00819   0.64465   -0.63985
 -5.11875   0.10001    -0.00742   0.55478   -0.54131
 -5.10000   0.19516    -0.00701   0.46304   -0.43188
 -5.08125   0.37390    -0.00816   0.38855   -0.32519
 -5.06250   0.68347    -0.01344   0.35046   -0.23405
 -5.04375   1.17792    -0.02793   0.36474   -0.16844
 -5.02500   1.90489    -0.06153   0.44178   -0.13624
 -5.00625   2.88593    -0.13164   0.58475   -0.14497
 -4.98750   4.09355    -0.26643   0.78861   -0.20404
 -4.96875   5.43603    -0.50602   1.03993   -0.32507
 -4.95000   6.75824    -0.90044   1.31838   -0.52002
 -4.93125   7.86680    -1.50054   1.59942   -0.79613
 -4.91250   8.57460    -2.34215   1.85836   -1.14980
 -4.89375   8.75227    -3.42490   2.07431   -1.56143
 -4.87500   8.36680    -4.69311   2.23368   -1.99472
 -4.85625   7.49196    -6.02785   2.33138   -2.40220
 -4.83750   6.28614    -7.25834   2.37137   -2.73550
 -4.81875   4.94699    -8.19545   2.36406   -2.95778
 -4.80000   3.66177    -8.67840   2.32306   -3.05174
 -4.78125   2.57047    -8.62011   2.26048   -3.02168
 -4.76250   1.75254    -8.03277   2.18330   -2.88778
 -4.74375   1.23444    -7.02476   2.09292   -2.67796
 -4.72500   1.00926    -5.76902   1.98752   -2.42027
 -4.70625   1.05494    -4.45730   1.86704   -2.13935
 -4.68750   1.34367    -3.25667   1.73729   -1.85694
 -4.66875   1.83887    -2.28341   1.61039   -1.59310
 -4.65000   2.48547    -1.59801   1.50195   -1.36733
 -4.63125   3.20106    -1.21606   1.42649   -1.19802
 -4.61250   3.87807    -1.12578   1.39394   -1.10129
 -4.59375   4.40046    -1.30039   1.40974   -1.09022
 -4.57500   4.67121    -1.70134   1.47737   -1.17432
 -4.55625   4.64067    -2.27388   1.60057   -1.35765
 -4.53750   4.32333    -2.94115   1.78252   -1.63565
 -4.51875   3.79516    -3.60489   2.02127   -1.99048
 -4.50000   3.17319    -4.15805   2.30346   -2.38822
 -4.48125   2.58564    -4.50667   2.60052   -2.78005
 -4.46250   2.14497    -4.59438   2.87101   -3.10929
 -4.44375   1.93028    -4.41950   3.06900   -3.32297
 -4.42500   1.98075    -4.03683   3.15671   -3.38486
 -4.40625   2.29503    -3.54560   3.11581   -3.28521
 -4.38750   2.83362    -3.06624   2.95442   -3.04524
 -4.36875   3.52283    -2.71516   2.70659   -2.71391
 -4.35000   4.26477    -2.58127   2.42498   -2.35832
 -4.33125   4.95639    -2.70837   2.17030   -2.05067
 -4.31250   5.51452    -3.08484   1.99805   -1.85328
 -4.29375   5.89953    -3.64217   1.94713   -1.80558
 -4.27500   6.12435    -4.26753   2.03081   -1.91486
 -4.25625   6.24378    -4.82990   2.23234   -2.15393
 -4.23750   6.32677    -5.21674   2.50731   -2.46653
 -4.21875   6.42608    -5.36999   2.79335   -2.78117
 -4.20000   6.56048    -5.30658   3.02653   -3.02984
 -4.18125   6.71737    -5.11433   3.15957   -3.16707
 -4.16250   6.87039    -4.92133   3.17618   -3.18217
 -4.14375   6.99794    -4.85106   3.09537   -3.10064
 -4.12500   7.08958    -4.98087   2.96425   -2.97418
 -4.10625   7.13667    -5.31985   2.84185   -2.86301
 -4.08750   7.11793    -5.81395   2.77996   -2.81698
 -4.06875   6.99338    -6.37229   2.80761   -2.86153
 -4.05000   6.71609    -6.90010   2.92420   -2.99230
 -4.03125   6.25819    -7.32295   3.10226   -3.17910
 -4.01250   5.63653    -7.59296   3.29896   -3.37773
 -3.99375   4.92340    -7.68130   3.47125   -3.54455
 -3.97500   4.23384    -7.56834   3.58862   -3.64874
 -3.95625   3.69532    -7.24270   3.63835   -3.67742
 -3.93750   3.41195    -6.71165   3.62208   -3.63230
 -3.91875   3.43696    -6.01656   3.54652   -3.52105
 -3.90000   3.76270    -5.24009   3.41483   -3.34896
 -3.88125   4.32810    -4.49767   3.22421   -3.11676
 -3.86250   5.03868    -3.91276   2.97076   -2.82501
 -3.84375   5.78938    -3.58623   2.65836   -2.48207
 -3.82500   6.48236    -3.57094   2.30547   -2.10993
 -3.80625   7.03715    -3.86048   1.94541   -1.74409
 -3.78750   7.39378    -4.39558   1.62071   -1.42744
 -3.76875   7.51692    -5.08300   1.37402   -1.20122
 -3.75000   7.40237    -5.81908   1.23944   -1.09625
 -3.73125   7.08630    -6.50970   1.23656   -1.12720
 -3.71250   6.64808    -7.08081   1.36637   -1.28892
 -3.69375   6.19850    -7.48169   1.60928   -1.55557
 -3.67500   5.85198    -7.68571   1.92497   -1.88208
 -3.65625   5.69104    -7.69332   2.25662   -2.21043
 -3.63750   5.73893    -7.53669   2.54139   -2.48111
 -3.61875   5.95461    -7.27965   2.72525   -2.64751
 -3.60000   6.25353    -7.00582   2.77918   -2.69008
 -3.58125   6.54452    -6.79476   2.70919   -2.62262
 -3.56250   6.76429    -6.69517   2.55622   -2.48859
 -3.54375   6.89250    -6.70858   2.38288   -2.34741
 -3.52500   6.94190    -6.79469   2.25311   -2.25517
 -3.50625   6.93261    -6.89502   2.21029   -2.24671
 -3.48750   6.86849    -6.96226   2.26281   -2.32486
 -3.46875   6.73124    -6.97850   2.38171   -2.46001
 -3.45000   6.49637    -6.95176   2.51124   -2.59952
 -3.43125   6.15998    -6.89623   2.58807   -2.68425
 -3.41250   5.75982    -6.81092   2.56234   -2.66637
 -3.39375   5.37524    -6.67299   2.41302   -2.52333
 -3.37500   5.10486    -6.45205   2.15230   -2.26358
 -3.35625   5.03127    -6.13702   1.81885   -1.92208
 -3.33750   5.18996    -5.75840   1.46417   -1.54966
 -3.31875   5.55691    -5.39048   1.13723   -1.19866
 -3.30000   6.05932    -5.12939   0.87380   -0.91101
 -3.28125   6.60171    -5.05723   0.69230   -0.71177
 -3.26250   7.09390    -5.20943   0.59581   -0.60823
 -3.24375   7.46815    -5.56144   0.57761   -0.59382
 -3.22500   7.68086    -6.04025   0.62785   -0.65497
 -3.20625   7.70630    -6.55266   0.74037   -0.77910
 -3.18750   7.53211    -7.01481   0.91909   -0.96348
 -3.16875   7.16310    -7.36889   1.18371   -1.22256
 -3.15000   6.63205    -7.58296   1.57165   -1.59150
 -3.13125   6.00656    -7.63995   2.13322   -2.12204
 -3.11250   5.38290    -7.52888   2.91712   -2.86752
 -3.09375   4.86539    -7.24604   3.94699   -3.85921
 -3.07500   4.53854    -6.80594   5.19647   -5.07959
 -3.05625   4.44396    -6.25254   6.57379   -6.44473
 -3.03750   4.57274    -5.66075   7.92641   -7.80608
 -3.01875   4.87471    -5.12388   9.07033   -8.97828
 -3.00000   5.27968    -4.73120   9.83720   -9.78613
 -2.98125   5.72043    -4.54537  10.12424  -10.11692
 -2.96250   6.14867    -4.58832   9.92837   -9.95771
 -2.94375   6.54019    -4.84040   9.35228   -9.40448
 -2.92500   6.89012    -5.25183   8.57971   -8.63910
 -2.90625   7.20450    -5.76013   7.82891   -7.88270
 -2.88750   7.49276    -6.30786   7.29767   -7.33952
 -2.86875   7.76594    -6.85357   7.11549   -7.14707
 -2.85000   8.03856    -7.37451   7.31428   -7.34438
 -2.83125   8.33069    -7.86291   7.82615   -7.86763
 -2.81250   8.66567    -8.31937   8.50988   -8.57442
 -2.79375   9.06222    -8.74824   9.19985   -9.29227
 -2.77500   9.52348    -9.15576   9.76293   -9.87736
 -2.75625  10.02892    -9.54918  10.14196  -10.26190
 -2.73750  10.53433    -9.93438  10.36830  -10.47163
 -2.71875  10.98278   -10.31037  10.53778  -10.60451
 -2.70000  11.32360   -10.66313  10.75976  -10.77974
 -2.68125  11.53211   -10.96318  11.10403  -11.08107
 -2.66250  11.62253   -11.17049  11.57124  -11.52091
 -2.64375  11.64585   -11.24851  12.09911  -12.04243
 -2.62500  11.67442   -11.18216  12.59958  -12.55463
 -2.60625  11.77858   -10.99286  13.00435  -12.98024
 -2.58750  12.00406   -10.74212  13.29312  -13.28861
 -2.56875  12.36094   -10.51936  13.49060  -13.49700
 -2.55000  12.82579   -10.41620  13.63591  -13.64290
 -2.53125  13.35610   -10.49766  13.74485  -13.74536
 -2.51250  13.90943   -10.78077  13.78748  -13.77981
 -2.49375  14.45973   -11.23146  13.69503  -13.68113
 -2.47500  15.00537   -11.78058  13.39231  -13.37405
 -2.45625  15.56517   -12.35223  12.83913  -12.81486
 -2.43750  16.16464   -12.89229  12.06026  -12.02338
 -2.41875  16.81735   -13.38633  11.14900  -11.08996
 -2.40000  17.50796   -13.85958  10.24355  -10.15397
 -2.38125  18.18532   -14.36152   9.48606   -9.36295
 -2.36250  18.76797   -14.93954   8.98241   -8.83045
 -2.34375  19.16305   -15.61345   8.77842   -8.60998
 -2.32500  19.29086   -16.35789   8.86045   -8.69325
 -2.30625  19.10791   -17.09976   9.17551   -9.02918
 -2.28750  18.62151   -17.73142   9.65754   -9.55060
 -2.26875  17.89115   -18.13728  10.24551  -10.19244
 -2.25000  17.01681   -18.22506  10.88738  -10.89616
 -2.23125  16.11736   -17.95276  11.53383  -11.60414
 -2.21250  15.30235   -17.34228  12.13305  -12.25516
 -2.19375  14.64296   -16.47535  12.63445  -12.79034
 -2.17500  14.14990   -15.47469  12.99986  -13.16708
 -2.15625  13.76659   -14.47697  13.21280  -13.37027
 -2.13750  13.38429   -13.60604  13.27527  -13.40914
 -2.11875  12.87901   -12.95175  13.19196  -13.29923
 -2.10000  12.15998   -12.55498  12.95225  -13.03947
 -2.08125  11.21167   -12.39942  12.52486  -12.60295
 -2.06250  10.11160   -12.41025  11.87363  -11.95069
 -2.04375   9.01468   -12.46484  10.98963  -11.06532
 -2.02500   8.10777   -12.41838   9.92164   -9.98592
 -2.00625   7.55164   -12.14333   8.78622   -8.82350
 -1.98750   7.43041   -11.57196   7.74822   -7.74450
 -1.96875   7.72637   -10.72589   6.97579   -6.92596
 -1.95000   8.32664    -9.71880   6.58676   -6.49854
 -1.93125   9.05771    -8.72827   6.60675   -6.49889
 -1.91250   9.73508    -7.94578   6.95407   -6.85033
 -1.89375  10.21030    -7.52164   7.45753   -7.37909
 -1.87500  10.40225    -7.52237   7.90254   -7.86214
 -1.85625  10.30335    -7.91160   8.09043   -8.09065
 -1.83750   9.96171    -8.55777   7.89250   -7.92777
 -1.81875   9.44903    -9.26643   7.28082   -7.34138
 -1.80000   8.82865    -9.82967   6.32669   -6.40224
 -1.78125   8.13680   -10.08119   5.16994   -5.25149
 -1.76250   7.38418    -9.94228   3.97280   -4.05284
 -1.74375   6.57463    -9.44240   2.87617   -2.94779
 -1.72500   5.72808    -8.70488   1.97250   -2.02813
 -1.70625   4.89436    -7.90134   1.29917   -1.32968
 -1.68750   4.14875    -7.18993   0.84867   -0.84268
 -1.66875   3.57018    -6.66277   0.58580   -0.53045
 -1.65000   3.21235    -6.32326   0.46432   -0.34704
 -1.63125   3.08030    -6.10107   0.43740   -0.25042
 -1.61250   3.12343    -5.89651   0.46324   -0.20876
 -1.59375   3.24812    -5.63114   0.50708   -0.20183
 -1.57500   3.34563    -5.28231   0.54217   -0.21936
 -1.55625   3.32470    -4.88597   0.55109   -0.25679
 -1.53750   3.13672    -4.51044   0.52650   -0.31138
 -1.51875   2.78550    -4.21624   0.47073   -0.37826
 -1.50000   2.31888    -4.02353   0.39359   -0.44851
 -1.48125   1.80867    -3.90111   0.30848   -0.50994
 -1.46250   1.32787    -3.78156   0.22897   -0.54946
 -1.44375   0.93363    -3.59203   0.16605   -0.55721
 -1.42500   0.66149    -3.28555   0.12764   -0.52983
 -1.40625   0.52848    -2.85816   0.11911   -0.47140
 -1.38750   0.54024    -2.34756   0.14446   -0.39261
 -1.36875   0.69604    -1.81641   0.20660   -0.30727
 -1.35000   0.98842    -1.33105   0.30613   -0.22918
 -1.33125   1.39706    -0.94504   0.43895   -0.16971
 -1.31250   1.88164    -0.69261   0.59394   -0.13711
 -1.29375   2.37942    -0.59070   0.75223   -0.13715
 -1.27500   2.81189    -0.64447   0.88963   -0.17373
 -1.25625   3.10118    -0.85035   0.98218   -0.24881
 -1.23750   3.19166    -1.19382   1.01322   -0.36075
 -1.21875   3.06722    -1.64332   0.97953   -0.50207
 -1.20000   2.75798    -2.14512   0.89396   -0.65770
 -1.18125   2.33237    -2.62536   0.78409   -0.80583
 -1.16250   1.87866    -3.00133   0.68666   -0.92165
 -1.14375   1.48309    -3.20125   0.64090   -0.98331
 -1.12500   1.21229    -3.18492   0.68101   -0.97880
 -1.10625   1.10266    -2.95580   0.82938   -0.90975
 -1.08750   1.15783    -2.56040   1.08996   -0.79158
 -1.06875   1.35031    -2.07393   1.44335   -0.64965
 -1.05000   1.62722    -1.57941   1.84539   -0.51381
 -1.03125   1.91970    -1.14872   2.23194   -0.41318
 -1.01250   2.15581    -0.83149   2.53176   -0.37364
 -0.99375   2.27640    -0.65351   2.68400   -0.41669
 -0.97500   2.24888    -0.62093   2.65564   -0.55838
 -0.95625   2.07433    -0.72499   2.45105   -0.80633
 -0.93750   1.78508    -0.94425   2.10974   -1.15400
 -0.91875   1.43275    -1.24393   1.69348   -1.57463
 -0.90000   1.07237    -1.57552   1.26756   -2.01892
 -0.88125   0.74848    -1.88072   0.88473   -2.41999
 -0.86250   0.48714    -2.10102   0.57584   -2.70725
 -0.84375   0.29565    -2.19136   0.34946   -2.82496
 -0.82500   0.16732    -2.13216   0.19778   -2.74903
 -0.80625   0.08831    -1.93469   0.10436   -2.49457
 -0.78750   0.04346    -1.63709   0.05135   -2.11091
